[19:40:25] 登录成功: 13800138000, 时间: .027788303s
[19:40:32] 登录成功: 13800138000, 时间: .031757144s
[19:40:32] 查询成功: 13800138000, 时间: .026784717s
[19:40:32] 登录成功: 13900139000, 时间: .031214085s
[19:40:33] 查询成功: 13900139000, 时间: .029941754s
[19:40:33] 登录成功: 13700137000, 时间: .034346899s
[19:40:33] 查询成功: 13700137000, 时间: .029874459s
[19:40:33] 登录成功: 13800138000, 时间: .033696892s
[19:40:33] 查询成功: 13800138000, 时间: .030841747s
[19:40:33] 登录成功: 13900139000, 时间: .027298256s
[19:40:33] 查询成功: 13900139000, 时间: .036146248s
[19:40:33] 登录成功: 13700137000, 时间: .031437436s
[19:40:33] 查询成功: 13700137000, 时间: .038910063s
[19:40:33] 登录成功: 13800138000, 时间: .035323085s
[19:40:34] 查询成功: 13800138000, 时间: .028405187s
[19:40:34] 登录成功: 13900139000, 时间: .034791180s
[19:40:34] 查询成功: 13900139000, 时间: .027734145s
[19:40:34] 登录成功: 13700137000, 时间: .027163459s
[19:40:34] 查询成功: 13700137000, 时间: .029576909s
[19:40:34] 登录成功: 13800138000, 时间: .032574028s
[19:40:34] 查询成功: 13800138000, 时间: .032025647s
[19:40:34] 登录成功: 13900139000, 时间: .032963955s
[19:40:34] 查询成功: 13900139000, 时间: .031106585s
[19:40:34] 登录成功: 13700137000, 时间: .033946130s
[19:40:34] 查询成功: 13700137000, 时间: .035349644s
[19:40:34] 登录成功: 13800138000, 时间: .024823969s
[19:40:34] 查询成功: 13800138000, 时间: .024310535s
[19:40:35] 登录成功: 13900139000, 时间: .031520868s
[19:40:35] 查询成功: 13900139000, 时间: .028552349s
[19:40:35] 登录成功: 13700137000, 时间: .036476868s
[19:40:35] 查询成功: 13700137000, 时间: .040226662s
[19:40:35] 登录成功: 13800138000, 时间: .031348270s
[19:40:35] 查询成功: 13800138000, 时间: .036791108s
[19:40:35] 登录成功: 13900139000, 时间: .028592810s
[19:40:35] 查询成功: 13900139000, 时间: .028586059s
[19:40:36] 登录成功: 13700137000, 时间: .025577808s
[19:40:36] 查询成功: 13700137000, 时间: .029242856s
[19:40:36] 登录成功: 13800138000, 时间: .026638728s
[19:40:36] 查询成功: 13800138000, 时间: .033754206s
[19:40:36] 登录成功: 13900139000, 时间: .030643112s
[19:40:36] 查询成功: 13900139000, 时间: .036398401s
[19:40:36] 登录成功: 13700137000, 时间: .033513550s
[19:40:36] 查询成功: 13700137000, 时间: .028004387s
[19:40:36] 登录成功: 13800138000, 时间: .033101538s
[19:40:36] 查询成功: 13800138000, 时间: .028848414s
[19:40:37] 登录成功: 13900139000, 时间: .030609152s
[19:40:37] 查询成功: 13900139000, 时间: .034951610s
[19:40:37] 登录成功: 13700137000, 时间: .036883335s
[19:40:37] 查询成功: 13700137000, 时间: .030361949s
[19:40:37] 登录成功: 13800138000, 时间: .034522469s
[19:40:37] 查询成功: 13800138000, 时间: .037532626s
[19:40:37] 登录成功: 13900139000, 时间: .034623061s
[19:40:37] 查询成功: 13900139000, 时间: .035594712s
[19:40:37] 登录成功: 13700137000, 时间: .029438093s
[19:40:37] 查询成功: 13700137000, 时间: .032133050s
[19:40:38] 登录成功: 13800138000, 时间: .023353770s
[19:40:38] 查询成功: 13800138000, 时间: .024204828s
[19:40:38] 登录成功: 13900139000, 时间: .034136898s
[19:40:38] 查询成功: 13900139000, 时间: .035655913s
[19:40:38] 登录成功: 13700137000, 时间: .038380662s
[19:40:38] 查询成功: 13700137000, 时间: .029783693s
[19:40:38] 登录成功: 13800138000, 时间: .029045594s
[19:40:38] 查询成功: 13800138000, 时间: .035126805s
[19:40:38] 登录成功: 13900139000, 时间: .043068264s
[19:40:38] 查询成功: 13900139000, 时间: .037353436s
[19:40:39] 登录成功: 13700137000, 时间: .031740568s
[19:40:39] 查询成功: 13700137000, 时间: .024679366s
[19:40:39] 登录成功: 13800138000, 时间: .021240478s
[19:40:39] 查询成功: 13800138000, 时间: .027189932s
[19:40:39] 登录成功: 13900139000, 时间: .028000202s
[19:40:39] 查询成功: 13900139000, 时间: .032727159s
[19:40:39] 登录成功: 13700137000, 时间: .026718342s
[19:40:39] 查询成功: 13700137000, 时间: .022223311s
[19:40:40] 登录成功: 13800138000, 时间: .032270037s
[19:40:40] 查询成功: 13800138000, 时间: .033709192s
[19:40:40] 登录成功: 13900139000, 时间: .031956171s
[19:40:40] 查询成功: 13900139000, 时间: .025104249s
[19:40:40] 登录成功: 13700137000, 时间: .021802083s
[19:40:40] 查询成功: 13700137000, 时间: .026176000s
[19:40:40] 登录成功: 13800138000, 时间: .021185197s
[19:40:40] 查询成功: 13800138000, 时间: .026337650s
[19:40:40] 登录成功: 13900139000, 时间: .024764950s
[19:40:40] 查询成功: 13900139000, 时间: .023070860s
[19:40:41] 登录成功: 13700137000, 时间: .034011036s
[19:40:41] 查询成功: 13700137000, 时间: .024648733s
[19:40:41] 登录成功: 13800138000, 时间: .032086380s
[19:40:41] 查询成功: 13800138000, 时间: .025696348s
[19:40:41] 登录成功: 13900139000, 时间: .027023738s
[19:40:41] 查询成功: 13900139000, 时间: .023367453s
[19:40:41] 登录成功: 13700137000, 时间: .034823359s
[19:40:41] 查询成功: 13700137000, 时间: .036527957s
[19:40:41] 登录成功: 13800138000, 时间: .020988255s
[19:40:41] 查询成功: 13800138000, 时间: .023912281s
[19:40:41] 登录成功: 13900139000, 时间: .030274252s
[19:40:41] 查询成功: 13900139000, 时间: .035138007s
[19:40:42] 登录成功: 13700137000, 时间: .022289088s
[19:40:42] 查询成功: 13700137000, 时间: .027156744s
[19:40:42] 登录成功: 13800138000, 时间: .026396059s
[19:40:42] 查询成功: 13800138000, 时间: .039832745s
[19:40:42] 登录成功: 13900139000, 时间: .024358508s
[19:40:42] 查询成功: 13900139000, 时间: .022903651s
[19:40:42] 登录成功: 13700137000, 时间: .024957010s
[19:40:42] 查询成功: 13700137000, 时间: .026190325s
[19:40:42] 登录成功: 13800138000, 时间: .036632628s
[19:40:42] 查询成功: 13800138000, 时间: .023862583s
[19:40:42] 登录成功: 13900139000, 时间: .023176029s
[19:40:42] 查询成功: 13900139000, 时间: .025831288s
[19:40:43] 登录成功: 13700137000, 时间: .022937493s
[19:40:43] 查询成功: 13700137000, 时间: .029775612s
[19:40:43] 登录成功: 13800138000, 时间: .024229169s
[19:40:43] 查询成功: 13800138000, 时间: .022190246s
[19:40:43] 登录成功: 13900139000, 时间: .023706723s
[19:40:43] 查询成功: 13900139000, 时间: .021754082s
[19:40:43] 登录成功: 13700137000, 时间: .027205302s
[19:40:43] 查询成功: 13700137000, 时间: .020573909s
[19:40:43] 登录成功: 13800138000, 时间: .028359994s
[19:40:43] 查询成功: 13800138000, 时间: .028434102s
[19:40:43] 登录成功: 13900139000, 时间: .032102737s
[19:40:43] 查询成功: 13900139000, 时间: .035800429s
[19:40:43] 登录成功: 13700137000, 时间: .035463680s
[19:40:43] 查询成功: 13700137000, 时间: .024907294s
[19:40:44] 登录成功: 13800138000, 时间: .027345642s
[19:40:44] 查询成功: 13800138000, 时间: .024493166s
[19:40:44] 登录成功: 13900139000, 时间: .023836746s
[19:40:44] 查询成功: 13900139000, 时间: .022021739s
[19:40:44] 登录成功: 13700137000, 时间: .026879124s
[19:40:44] 查询成功: 13700137000, 时间: .022153100s
[19:40:44] 登录成功: 13800138000, 时间: .022783604s
[19:40:44] 查询成功: 13800138000, 时间: .023456696s
[19:40:44] 登录成功: 13900139000, 时间: .025427170s
[19:40:44] 查询成功: 13900139000, 时间: .024086230s
[19:40:44] 登录成功: 13700137000, 时间: .039235389s
[19:40:44] 查询成功: 13700137000, 时间: .031929423s
[19:40:45] 登录成功: 13800138000, 时间: .028662149s
[19:40:45] 查询成功: 13800138000, 时间: .022494636s
[19:40:45] 登录成功: 13900139000, 时间: .022474171s
[19:40:45] 查询成功: 13900139000, 时间: .027705086s
[19:40:45] 登录成功: 13700137000, 时间: .034634258s
[19:40:45] 查询成功: 13700137000, 时间: .031814797s
[19:40:45] 登录成功: 13800138000, 时间: .026187001s
[19:40:45] 查询成功: 13800138000, 时间: .023427467s
[19:40:45] 登录成功: 13900139000, 时间: .023327011s
[19:40:45] 查询成功: 13900139000, 时间: .029281657s
[19:40:45] 登录成功: 13700137000, 时间: .035005334s
[19:40:45] 查询成功: 13700137000, 时间: .028795791s
[19:40:46] 登录成功: 13800138000, 时间: .021484070s
[19:40:46] 查询成功: 13800138000, 时间: .022832263s
[19:40:46] 登录成功: 13900139000, 时间: .025419526s
[19:40:46] 查询成功: 13900139000, 时间: .021603518s
[19:40:46] 登录成功: 13700137000, 时间: .020489804s
[19:40:46] 查询成功: 13700137000, 时间: .029314284s
[19:40:46] 登录成功: 13800138000, 时间: .027772948s
[19:40:46] 查询成功: 13800138000, 时间: .023406385s
[19:40:47] 登录成功: 13900139000, 时间: .030105688s
[19:40:47] 查询成功: 13900139000, 时间: .032194532s
[19:40:47] 登录成功: 13700137000, 时间: .033274209s
[19:40:47] 查询成功: 13700137000, 时间: .022084023s
[19:40:47] 登录成功: 13800138000, 时间: .025808911s
[19:40:47] 查询成功: 13800138000, 时间: .021951436s
[19:40:47] 登录成功: 13900139000, 时间: .021539650s
[19:40:47] 查询成功: 13900139000, 时间: .025463557s
[19:40:47] 登录成功: 13700137000, 时间: .024845482s
[19:40:47] 查询成功: 13700137000, 时间: .036753137s
[19:40:48] 登录成功: 13800138000, 时间: .026654859s
[19:40:48] 查询成功: 13800138000, 时间: .027735882s
[19:40:48] 登录成功: 13900139000, 时间: .028706566s
[19:40:48] 查询成功: 13900139000, 时间: .028162900s
[19:40:48] 登录成功: 13700137000, 时间: .022618344s
[19:40:48] 查询成功: 13700137000, 时间: .025742771s
[19:40:48] 登录成功: 13800138000, 时间: .020153709s
[19:40:48] 查询成功: 13800138000, 时间: .024243555s
[19:40:48] 登录成功: 13900139000, 时间: .028380856s
[19:40:48] 查询成功: 13900139000, 时间: .025556119s
[19:40:48] 登录成功: 13700137000, 时间: .025517864s
[19:40:48] 查询成功: 13700137000, 时间: .024429418s
[19:40:49] 登录成功: 13800138000, 时间: .023618603s
[19:40:49] 查询成功: 13800138000, 时间: .024539256s
[19:40:49] 登录成功: 13900139000, 时间: .027073456s
[19:40:49] 查询成功: 13900139000, 时间: .031211857s
[19:40:49] 登录成功: 13700137000, 时间: .026192216s
[19:40:49] 查询成功: 13700137000, 时间: .030839201s
[19:40:49] 登录成功: 13800138000, 时间: .033303722s
[19:40:50] 查询成功: 13800138000, 时间: .031161399s
[19:40:50] 登录成功: 13900139000, 时间: .024937414s
[19:40:50] 查询成功: 13900139000, 时间: .030849161s
[19:40:50] 登录成功: 13700137000, 时间: .035051525s
[19:40:50] 查询成功: 13700137000, 时间: .027411600s
[19:40:50] 登录成功: 13800138000, 时间: .030481265s
[19:40:50] 查询成功: 13800138000, 时间: .021415899s
[19:40:50] 登录成功: 13900139000, 时间: .021670883s
[19:40:50] 查询成功: 13900139000, 时间: .025965857s
[19:40:51] 登录成功: 13700137000, 时间: .028342981s
[19:40:51] 查询成功: 13700137000, 时间: .030007764s
[19:40:51] 登录成功: 13800138000, 时间: .027721572s
[19:40:51] 查询成功: 13800138000, 时间: .030397955s
[19:40:51] 登录成功: 13900139000, 时间: .035660718s
[19:40:51] 查询成功: 13900139000, 时间: .027185860s
[19:40:51] 登录成功: 13700137000, 时间: .022898548s
[19:40:51] 查询成功: 13700137000, 时间: .024351438s
[19:40:51] 登录成功: 13800138000, 时间: .021421482s
[19:40:51] 查询成功: 13800138000, 时间: .026851837s
[19:40:51] 登录成功: 13900139000, 时间: .024216395s
[19:40:51] 查询成功: 13900139000, 时间: .026024561s
[19:40:51] 登录成功: 13700137000, 时间: .021404003s
[19:40:51] 查询成功: 13700137000, 时间: .025551330s
[19:40:51] 登录成功: 13800138000, 时间: .020911565s
[19:40:51] 查询成功: 13800138000, 时间: .025122655s
[19:40:51] 登录成功: 13900139000, 时间: .027288385s
[19:40:51] 查询成功: 13900139000, 时间: .022800486s
[19:40:52] 登录成功: 13700137000, 时间: .024290291s
[19:40:52] 查询成功: 13700137000, 时间: .024896477s
[19:40:52] 登录成功: 13800138000, 时间: .032044024s
[19:40:52] 查询成功: 13800138000, 时间: .037865811s
[19:40:52] 登录成功: 13900139000, 时间: .030726921s
[19:40:52] 查询成功: 13900139000, 时间: .027625032s
[19:40:52] 登录成功: 13700137000, 时间: .029796393s
[19:40:52] 查询成功: 13700137000, 时间: .022935327s
[19:40:52] 登录成功: 13800138000, 时间: .022946526s
[19:40:53] 查询成功: 13800138000, 时间: .025087934s
[19:40:53] 登录成功: 13900139000, 时间: .024892069s
[19:40:53] 查询成功: 13900139000, 时间: .022264557s
[19:40:53] 登录成功: 13700137000, 时间: .023211784s
[19:40:53] 查询成功: 13700137000, 时间: .029542213s
[19:40:53] 登录成功: 13800138000, 时间: .023626828s
[19:40:53] 查询成功: 13800138000, 时间: .023756702s
[19:40:53] 登录成功: 13900139000, 时间: .022662145s
[19:40:53] 查询成功: 13900139000, 时间: .025273978s
[19:40:53] 登录成功: 13700137000, 时间: .028439700s
[19:40:53] 查询成功: 13700137000, 时间: .021091165s
[19:40:54] 登录成功: 13800138000, 时间: .026779518s
[19:40:54] 查询成功: 13800138000, 时间: .023277075s
[19:40:54] 登录成功: 13900139000, 时间: .025017796s
[19:40:54] 查询成功: 13900139000, 时间: .022681312s
[19:40:54] 登录成功: 13700137000, 时间: .028569061s
[19:40:54] 查询成功: 13700137000, 时间: .023152192s
[19:40:54] 登录成功: 13800138000, 时间: .020491234s
[19:40:54] 查询成功: 13800138000, 时间: .024453296s
[19:40:54] 登录成功: 13900139000, 时间: .021429764s
[19:40:54] 查询成功: 13900139000, 时间: .027177250s
[19:40:54] 登录成功: 13700137000, 时间: .027810284s
[19:40:54] 查询成功: 13700137000, 时间: .024848769s
[19:40:55] 登录成功: 13800138000, 时间: .022726741s
[19:40:55] 查询成功: 13800138000, 时间: .023575134s
[19:40:55] 登录成功: 13900139000, 时间: .024214875s
[19:40:55] 查询成功: 13900139000, 时间: .023385515s
[19:40:55] 登录成功: 13700137000, 时间: .029205151s
[19:40:55] 查询成功: 13700137000, 时间: .035972435s
